Year,Material,Tons
1/1/2012,Neodymium (REE),-2.855550
1/1/2012,Nickel,-5887.141363
1/1/2012,Niobium,12.062607
1/1/2012,Palladium,-0.000000
1/1/2012,Phosphate rock,-0.000000
1/1/2012,Phosphorus,-0.000000
1/1/2012,Platinum,-0.000000
1/1/2012,Praseodymium (REE),0.014938
1/1/2012,Rhenium,-0.000000
1/1/2012,Rhodium,-0.000000
1/1/2012,Ruthenium,-0.000000
1/1/2012,Samarium (REE),-0.000000
1/1/2012,Scandium (REE),-0.000000
1/1/2012,Selenium,0.004091
1/1/2012,Silicon,159.144292
1/1/2012,Silver,0.513556
1/1/2012,Steel,7051.607564
1/1/2012,Tantalum,0.000338
1/1/2012,Tellurium,0.001352
1/1/2012,Terbium (REE),0.005962
1/1/2012,Thulium,-0.000000
1/1/2012,Tin,48.264531
1/1/2012,Titanium,-0.000000
1/1/2012,Tungsten,0.016767
1/1/2012,Vanadium,0.537367
1/1/2012,Yetterbium (REE),-0.000000
1/1/2012,Yttrium (REE),-0.000000
1/1/2012,Zinc,1473.775853
1/1/2012,Zirconium,0.005940
1/1/2013,Aluminum,2018.499109
1/1/2013,Antimony,-0.000000
1/1/2013,Arsenic,-0.000000
1/1/2013,Baryte,-0.000000
1/1/2013,Beryllium,-0.000000
1/1/2013,Bismuth,-0.000000
1/1/2013,Borate,-0.000000
1/1/2013,Boron,0.008442
1/1/2013,Cadmium,-0.059219
1/1/2013,Cerium (REE),-0.000000
1/1/2013,Chromium,605.735479
1/1/2013,Cobalt,61.118010
1/1/2013,Copper,1438.571444
1/1/2013,Dysprosium (REE),0.018609
1/1/2013,Erbium (REE),-0.000000
1/1/2013,Europium (REE),-0.000000
1/1/2013,Fluorspar,-0.000000
1/1/2013,Gadolinium (REE),-0.000000
1/1/2013,Gallium,0.000443
1/1/2013,Germanium,-0.000000
1/1/2013,Gold,-0.000000
1/1/2013,Graphite,-0.000000
1/1/2013,Hafnium,-0.006141
1/1/2013,Helium,-0.000000
1/1/2013,Holmium (REE),-0.000000
1/1/2013,Indium,-0.011559
1/1/2013,Iridium,-0.000000
1/1/2013,Iron,4352.614731
1/1/2013,Lanthanum (REE),-0.000000
1/1/2013,Lead,7.229956
1/1/2013,Lithium,0.451425
1/1/2013,Lutetium (REE),-0.000000
1/1/2013,Magnesium,0.946066
1/1/2013,Manganese,156.212790
1/1/2013,Molybdenum,74.812092
1/1/2013,Neodymium (REE),0.064632
1/1/2013,Nickel,386.045511
1/1/2013,Niobium,16.412669
1/1/2013,Palladium,-0.000000
1/1/2013,Phosphate rock,-0.000000
1/1/2013,Phosphorus,-0.000000
1/1/2013,Platinum,-0.000000
1/1/2013,Praseodymium (REE),0.025391
1/1/2013,Rhenium,-0.000000
1/1/2013,Rhodium,-0.000000
1/1/2013,Ruthenium,-0.000000
1/1/2013,Samarium (REE),-0.000000
1/1/2013,Scandium (REE),-0.000000
1/1/2013,Selenium,0.007108
1/1/2013,Silicon,269.629231
1/1/2013,Silver,-1.716010
1/1/2013,Steel,-149017.754229
1/1/2013,Tantalum,0.000590
1/1/2013,Tellurium,0.002319
1/1/2013,Terbium (REE),0.008441
1/1/2013,Thulium,-0.000000
1/1/2013,Tin,68.172437
1/1/2013,Titanium,-0.000000
1/1/2013,Tungsten,-0.537301
1/1/2013,Vanadium,0.754671
1/1/2013,Yetterbium (REE),-0.000000
1/1/2013,Yttrium (REE),-0.000000
1/1/2013,Zinc,2111.680339
1/1/2013,Zirconium,-0.190358
1/1/2014,Aluminum,4295.142620
1/1/2014,Antimony,-0.000000
1/1/2014,Arsenic,-0.000000
1/1/2014,Baryte,-0.000000
1/1/2014,Beryllium,-0.000000
1/1/2014,Bismuth,-0.000000
1/1/2014,Borate,-0.000000
1/1/2014,Boron,0.011682
1/1/2014,Cadmium,-5.664618
1/1/2014,Cerium (REE),-0.000000
1/1/2014,Chromium,-13421.575819
1/1/2014,Cobalt,90.516283
1/1/2014,Copper,1149.403941
1/1/2014,Dysprosium (REE),0.027563
1/1/2014,Erbium (REE),-0.000000
1/1/2014,Europium (REE),-0.000000
1/1/2014,Fluorspar,-0.000000
1/1/2014,Gadolinium (REE),-0.000000
1/1/2014,Gallium,0.000753
1/1/2014,Germanium,-0.000000
1/1/2014,Gold,-0.000000
1/1/2014,Graphite,-0.000000
1/1/2014,Hafnium,-0.381322
1/1/2014,Helium,-0.000000
1/1/2014,Holmium (REE),-0.000000
1/1/2014,Indium,-0.761416
1/1/2014,Iridium,-0.000000
1/1/2014,Iron,6446.872705
1/1/2014,Lanthanum (REE),-0.000000
1/1/2014,Lead,-96.440706
1/1/2014,Lithium,0.668628
1/1/2014,Lutetium (REE),-0.000000
1/1/2014,Magnesium,1.343458
1/1/2014,Manganese,228.951439
1/1/2014,Molybdenum,-690.149989
1/1/2014,Neodymium (REE),0.095730
1/1/2014,Nickel,-5149.418574
1/1/2014,Niobium,-16.794509
1/1/2014,Palladium,-0.000000
1/1/2014,Phosphate rock,-0.000000
1/1/2014,Phosphorus,-0.000000
1/1/2014,Platinum,-0.000000
1/1/2014,Praseodymium (REE),0.035143
1/1/2014,Rhenium,-0.000000
1/1/2014,Rhodium,-0.000000
1/1/2014,Ruthenium,-0.000000
1/1/2014,Samarium (REE),-0.000000
1/1/2014,Scandium (REE),-0.000000
1/1/2014,Selenium,0.012081
1/1/2014,Silicon,447.104230
1/1/2014,Silver,-151.301420
1/1/2014,Steel,-14168321.726691
1/1/2014,Tantalum,0.000934
1/1/2014,Tellurium,0.003893
1/1/2014,Terbium (REE),0.011682
1/1/2014,Thulium,-0.000000
1/1/2014,Tin,-41.729926
1/1/2014,Titanium,-0.000000
1/1/2014,Tungsten,-33.365691
1/1/2014,Vanadium,0.671816
1/1/2014,Yetterbium (REE),-0.000000
1/1/2014,Yttrium (REE),-0.000000
1/1/2014,Zinc,2931.910412
1/1/2014,Zirconium,-11.820988
1/1/2015,Aluminum,5978.011100
1/1/2015,Antimony,-0.000000
1/1/2015,Arsenic,-0.000000
1/1/2015,Baryte,-0.000000
1/1/2015,Beryllium,-0.000000
1/1/2015,Bismuth,-0.000000
1/1/2015,Borate,-0.000000
1/1/2015,Boron,0.015843
1/1/2015,Cadmium,0.095771
1/1/2015,Cerium (REE),-0.000000
1/1/2015,Chromium,1785.895733
1/1/2015,Cobalt,133.076628
1/1/2015,Copper,3003.346963
1/1/2015,Dysprosium (REE),0.040592
1/1/2015,Erbium (REE),-0.000000
1/1/2015,Europium (REE),-0.000000
1/1/2015,Fluorspar,-0.000000
1/1/2015,Gadolinium (REE),-0.000000
1/1/2015,Gallium,0.001241
1/1/2015,Germanium,-0.000000
1/1/2015,Gold,-0.000000
1/1/2015,Graphite,-0.000000
1/1/2015,Hafnium,0.000388
1/1/2015,Helium,-0.000000
1/1/2015,Holmium (REE),-0.000000
1/1/2015,Indium,0.002800
1/1/2015,Iridium,-0.000000
1/1/2015,Iron,9479.116056
1/1/2015,Lanthanum (REE),-0.000000
1/1/2015,Lead,17.997962
1/1/2015,Lithium,0.983113
1/1/2015,Lutetium (REE),-0.000000
1/1/2015,Magnesium,2.028294
1/1/2015,Manganese,332.658155
1/1/2015,Molybdenum,166.613253
1/1/2015,Neodymium (REE),0.141353
1/1/2015,Nickel,1027.209431
1/1/2015,Niobium,32.051784
1/1/2015,Palladium,-0.000000
1/1/2015,Phosphate rock,-0.000000
1/1/2015,Phosphorus,-0.000000
1/1/2015,Platinum,-0.000000
1/1/2015,Praseodymium (REE),0.047719
1/1/2015,Rhenium,-0.000000
1/1/2015,Rhodium,-0.000000
1/1/2015,Ruthenium,-0.000000
1/1/2015,Samarium (REE),-0.000000
1/1/2015,Scandium (REE),-0.000000
1/1/2015,Selenium,0.019918
1/1/2015,Silicon,719.569390
1/1/2015,Silver,2.131395
1/1/2015,Steel,428929.427503
1/1/2015,Tantalum,0.001389
1/1/2015,Tellurium,0.006342
1/1/2015,Terbium (REE),0.015842
1/1/2015,Thulium,-0.000000
1/1/2015,Tin,143.049953
1/1/2015,Titanium,0.002038
1/1/2015,Tungsten,0.033914
1/1/2015,Vanadium,1.429345
1/1/2015,Yetterbium (REE),-0.000000
1/1/2015,Yttrium (REE),-0.000000
1/1/2015,Zinc,3985.155029
1/1/2015,Zirconium,0.012015
1/1/2016,Aluminum,9118.036381
1/1/2016,Antimony,-0.000000
1/1/2016,Arsenic,-0.000000
1/1/2016,Baryte,-0.000000
1/1/2016,Beryllium,-0.000000
1/1/2016,Bismuth,-0.000000
1/1/2016,Borate,-0.000000
1/1/2016,Boron,0.021140
1/1/2016,Cadmium,0.148801
1/1/2016,Cerium (REE),-0.000000
1/1/2016,Chromium,2515.988795
1/1/2016,Cobalt,192.912204
1/1/2016,Copper,4299.975757
1/1/2016,Dysprosium (REE),0.059120
1/1/2016,Erbium (REE),-0.000000
1/1/2016,Europium (REE),-0.000000
1/1/2016,Fluorspar,-0.000000
1/1/2016,Gadolinium (REE),-0.000000
1/1/2016,Gallium,0.001979
1/1/2016,Germanium,-0.000000
1/1/2016,Gold,-0.000000
1/1/2016,Graphite,-0.000000
1/1/2016,Hafnium,0.000466
1/1/2016,Helium,-0.000000
1/1/2016,Holmium (REE),-0.000000
1/1/2016,Indium,0.004160
1/1/2016,Iridium,-0.000000
1/1/2016,Iron,13742.541660
1/1/2016,Lanthanum (REE),-0.000000
1/1/2016,Lead,24.822005
1/1/2016,Lithium,1.425289
1/1/2016,Lutetium (REE),-0.000000
1/1/2016,Magnesium,3.425524
1/1/2016,Manganese,477.312295
1/1/2016,Molybdenum,221.712038
1/1/2016,Neodymium (REE),0.207439
1/1/2016,Nickel,1451.801747
1/1/2016,Niobium,42.593687
1/1/2016,Palladium,-0.000000
1/1/2016,Phosphate rock,-0.000000
1/1/2016,Phosphorus,-0.000000
1/1/2016,Platinum,-0.000000
1/1/2016,Praseodymium (REE),0.063899
1/1/2016,Rhenium,-0.000000
1/1/2016,Rhodium,-0.000000
1/1/2016,Ruthenium,-0.000000
1/1/2016,Samarium (REE),-0.000000
1/1/2016,Scandium (REE),-0.000000
1/1/2016,Selenium,0.031763
1/1/2016,Silicon,1120.689010
1/1/2016,Silver,3.268191
1/1/2016,Steel,614597.172698
1/1/2016,Tantalum,0.001977
1/1/2016,Tellurium,0.009997
1/1/2016,Terbium (REE),0.021138
1/1/2016,Thulium,-0.000000
1/1/2016,Tin,198.304898
1/1/2016,Titanium,0.011721
1/1/2016,Tungsten,0.040767
1/1/2016,Vanadium,1.909038
1/1/2016,Yetterbium (REE),-0.000000
1/1/2016,Yttrium (REE),-0.000000
1/1/2016,Zinc,5313.370456
1/1/2016,Zirconium,0.014443
1/1/2017,Aluminum,12957.461553
1/1/2017,Antimony,-0.000000
1/1/2017,Arsenic,-0.000000
1/1/2017,Baryte,-0.000000
1/1/2017,Beryllium,-0.000000
1/1/2017,Bismuth,-0.000000
1/1/2017,Borate,-0.000000
1/1/2017,Boron,0.027778
1/1/2017,Cadmium,0.225062
1/1/2017,Cerium (REE),-0.000000
1/1/2017,Chromium,3482.849635
1/1/2017,Cobalt,273.886697
1/1/2017,Copper,5810.236873
1/1/2017,Dysprosium (REE),0.084430
1/1/2017,Erbium (REE),-0.000000
1/1/2017,Europium (REE),-0.000000
1/1/2017,Fluorspar,-0.000000
1/1/2017,Gadolinium (REE),-0.000000
1/1/2017,Gallium,0.003059
1/1/2017,Germanium,-0.000000
1/1/2017,Gold,-0.000000
1/1/2017,Graphite,-0.000000
1/1/2017,Hafnium,0.000548
1/1/2017,Helium,-0.000000
1/1/2017,Holmium (REE),-0.000000
1/1/2017,Indium,0.006088
1/1/2017,Iridium,-0.000000
1/1/2017,Iron,19512.557658
1/1/2017,Lanthanum (REE),-0.000000
1/1/2017,Lead,33.723480
1/1/2017,Lithium,2.023718
1/1/2017,Lutetium (REE),-0.000000
1/1/2017,Magnesium,5.846962
1/1/2017,Manganese,672.178678
1/1/2017,Molybdenum,289.852954
1/1/2017,Neodymium (REE),0.299040
1/1/2017,Nickel,2011.716463
1/1/2017,Niobium,55.635192
1/1/2017,Palladium,-0.000000
1/1/2017,Phosphate rock,-0.000000
1/1/2017,Phosphorus,-0.000000
1/1/2017,Platinum,-0.000000
1/1/2017,Praseodymium (REE),0.084379
1/1/2017,Rhenium,-0.000000
1/1/2017,Rhodium,-0.000000
1/1/2017,Ruthenium,-0.000000
1/1/2017,Samarium (REE),-0.000000
1/1/2017,Scandium (REE),-0.000000
1/1/2017,Selenium,0.049112
1/1/2017,Silicon,1693.143451
1/1/2017,Silver,4.882000
1/1/2017,Steel,837648.823882
1/1/2017,Tantalum,0.002722
1/1/2017,Tellurium,0.015287
1/1/2017,Terbium (REE),0.027776
1/1/2017,Thulium,-0.000000
1/1/2017,Tin,270.454131
1/1/2017,Titanium,0.033035
1/1/2017,Tungsten,0.047955
1/1/2017,Vanadium,2.511651
1/1/2017,Yetterbium (REE),-0.000000
1/1/2017,Yttrium (REE),-0.000000
1/1/2017,Zinc,6963.359740
1/1/2017,Zirconium,0.016990
1/1/2018,Aluminum,5575.805086
1/1/2018,Antimony,-0.000000
1/1/2018,Arsenic,-0.000000
1/1/2018,Baryte,-0.000000
1/1/2018,Beryllium,-0.000000
1/1/2018,Bismuth,-0.000000
1/1/2018,Borate,-0.000000
1/1/2018,Boron,0.035941
1/1/2018,Cadmium,0.332733
1/1/2018,Cerium (REE),-0.000000
1/1/2018,Chromium,4748.139786
1/1/2018,Cobalt,383.805497
1/1/2018,Copper,5843.147136
1/1/2018,Dysprosium (REE),0.118975
1/1/2018,Erbium (REE),-0.000000
1/1/2018,Europium (REE),-0.000000
1/1/2018,Fluorspar,-0.000000
1/1/2018,Gadolinium (REE),-0.000000
1/1/2018,Gallium,0.004610
1/1/2018,Germanium,-0.000000
1/1/2018,Gold,-0.000000
1/1/2018,Graphite,-0.000000
1/1/2018,Hafnium,0.000634
1/1/2018,Helium,-0.000000
1/1/2018,Holmium (REE),-0.000000
1/1/2018,Indium,0.008789
1/1/2018,Iridium,-0.000000
1/1/2018,Iron,27345.597724
1/1/2018,Lanthanum (REE),-0.000000
1/1/2018,Lead,45.266980
1/1/2018,Lithium,2.836111
1/1/2018,Lutetium (REE),-0.000000
1/1/2018,Magnesium,9.598759
1/1/2018,Manganese,934.630165
1/1/2018,Molybdenum,372.750926
1/1/2018,Neodymium (REE),0.425123
1/1/2018,Nickel,2744.284547
1/1/2018,Niobium,71.499916
1/1/2018,Palladium,-0.000000
1/1/2018,Phosphate rock,-0.000000
1/1/2018,Phosphorus,-0.000000
1/1/2018,Platinum,-0.000000
1/1/2018,Praseodymium (REE),0.109775
1/1/2018,Rhenium,-0.000000
1/1/2018,Rhodium,-0.000000
1/1/2018,Ruthenium,-0.000000
1/1/2018,Samarium (REE),-0.000000
1/1/2018,Scandium (REE),-0.000000
1/1/2018,Selenium,0.074001
1/1/2018,Silicon,2493.890023
1/1/2018,Silver,7.130695
1/1/2018,Steel,-747264.078541
1/1/2018,Tantalum,0.003650
1/1/2018,Tellurium,0.022787
1/1/2018,Terbium (REE),0.035937
1/1/2018,Thulium,-0.000000
1/1/2018,Tin,363.453944
1/1/2018,Titanium,0.069396
1/1/2018,Tungsten,0.055477
1/1/2018,Vanadium,3.254173
1/1/2018,Yetterbium (REE),-0.000000
1/1/2018,Yttrium (REE),-0.000000
1/1/2018,Zinc,8980.780571
1/1/2018,Zirconium,0.019655
1/1/2019,Aluminum,12654.192562
1/1/2019,Antimony,-0.000000
1/1/2019,Arsenic,-0.000000
1/1/2019,Baryte,-0.000000
1/1/2019,Beryllium,-0.000000
1/1/2019,Bismuth,-0.000000
1/1/2019,Borate,-0.000000
1/1/2019,Boron,0.045819
1/1/2019,Cadmium,0.481414
1/1/2019,Cerium (REE),-0.000000
1/1/2019,Chromium,6389.044700
1/1/2019,Cobalt,536.339205
1/1/2019,Copper,8346.940067
1/1/2019,Dysprosium (REE),0.167033
1/1/2019,Erbium (REE),-0.000000
1/1/2019,Europium (REE),-0.000000
1/1/2019,Fluorspar,-0.000000
1/1/2019,Gadolinium (REE),-0.000000
1/1/2019,Gallium,0.006782
1/1/2019,Germanium,-0.000000
1/1/2019,Gold,-0.000000
1/1/2019,Graphite,-0.000000
1/1/2019,Hafnium,0.000724
1/1/2019,Helium,-0.000000
1/1/2019,Holmium (REE),-0.000000
1/1/2019,Indium,0.012514
1/1/2019,Iridium,-0.000000
1/1/2019,Iron,38216.248656
1/1/2019,Lanthanum (REE),-0.000000
1/1/2019,Lead,60.212721
1/1/2019,Lithium,3.963545
1/1/2019,Lutetium (REE),-0.000000
1/1/2019,Magnesium,15.405227
1/1/2019,Manganese,1295.148070
1/1/2019,Molybdenum,472.173324
1/1/2019,Neodymium (REE),0.601164
1/1/2019,Nickel,3703.851461
1/1/2019,Niobium,90.525864
1/1/2019,Palladium,-0.000000
1/1/2019,Phosphate rock,-0.000000
1/1/2019,Phosphorus,-0.000000
1/1/2019,Platinum,-0.000000
1/1/2019,Praseodymium (REE),0.140757
1/1/2019,Rhenium,-0.000000
1/1/2019,Rhodium,-0.000000
1/1/2019,Ruthenium,-0.000000
1/1/2019,Samarium (REE),-0.000000
1/1/2019,Scandium (REE),-0.000000
1/1/2019,Selenium,0.108864
1/1/2019,Silicon,3587.963303
1/1/2019,Silver,10.196940
1/1/2019,Steel,-353292.106049
1/1/2019,Tantalum,0.004799
1/1/2019,Tellurium,0.033173
1/1/2019,Terbium (REE),0.045813
1/1/2019,Thulium,-0.000000
1/1/2019,Tin,481.671321
1/1/2019,Titanium,0.129590
1/1/2019,Tungsten,0.063392
1/1/2019,Vanadium,4.154657
1/1/2019,Yetterbium (REE),-0.000000
1/1/2019,Yttrium (REE),-0.000000
1/1/2019,Zinc,11412.045584
1/1/2019,Zirconium,0.022459
1/1/2020,Aluminum,21916.478642
1/1/2020,Antimony,-0.000000
1/1/2020,Arsenic,-0.000000
1/1/2020,Baryte,-0.000000
1/1/2020,Beryllium,-0.000000
1/1/2020,Bismuth,-0.000000
1/1/2020,Borate,-0.000000
1/1/2020,Boron,0.057674
1/1/2020,Cadmium,0.680449
1/1/2020,Cerium (REE),-0.000000
1/1/2020,Chromium,8488.421926
1/1/2020,Cobalt,744.768579
1/1/2020,Copper,11518.595354
1/1/2020,Dysprosium (REE),0.232873
1/1/2020,Erbium (REE),-0.000000
1/1/2020,Europium (REE),-0.000000
1/1/2020,Fluorspar,-0.000000
1/1/2020,Gadolinium (REE),-0.000000
1/1/2020,Gallium,0.009727
1/1/2020,Germanium,-0.000000
1/1/2020,Gold,-0.000000
1/1/2020,Graphite,-0.000000
1/1/2020,Hafnium,0.000822
1/1/2020,Helium,-0.000000
1/1/2020,Holmium (REE),-0.000000
1/1/2020,Indium,0.017516
1/1/2020,Iridium,-0.000000
1/1/2020,Iron,53071.250224
1/1/2020,Lanthanum (REE),-0.000000
1/1/2020,Lead,79.321973
1/1/2020,Lithium,5.504211
1/1/2020,Lutetium (REE),-0.000000
1/1/2020,Magnesium,24.997850
1/1/2020,Manganese,1785.853815
1/1/2020,Molybdenum,590.312004
1/1/2020,Neodymium (REE),0.843289
1/1/2020,Nickel,4948.231108
1/1/2020,Niobium,113.155259
1/1/2020,Palladium,-0.000000
1/1/2020,Phosphate rock,-0.000000
1/1/2020,Phosphorus,-0.000000
1/1/2020,Platinum,-0.000000
1/1/2020,Praseodymium (REE),0.178290
1/1/2020,Rhenium,-0.000000
1/1/2020,Rhodium,-0.000000
1/1/2020,Ruthenium,-0.000000
1/1/2020,Samarium (REE),-0.000000
1/1/2020,Scandium (REE),-0.000000
1/1/2020,Selenium,0.156149
1/1/2020,Silicon,5035.093251
1/1/2020,Silver,14.256205
1/1/2020,Steel,141738.039020
1/1/2020,Tantalum,0.006242
1/1/2020,Tellurium,0.047101
1/1/2020,Terbium (REE),0.057666
1/1/2020,Thulium,-0.000000
1/1/2020,Tin,629.399043
1/1/2020,Titanium,0.237128
1/1/2020,Tungsten,0.071951
1/1/2020,Vanadium,5.237844
1/1/2020,Yetterbium (REE),-0.000000
1/1/2020,Yttrium (REE),-0.000000
1/1/2020,Zinc,14309.772242
1/1/2020,Zirconium,0.025491
1/1/2021,Aluminum,33792.517381
1/1/2021,Antimony,-0.000000
1/1/2021,Arsenic,-0.000000
1/1/2021,Baryte,-0.000000
1/1/2021,Beryllium,-0.000000
1/1/2021,Bismuth,-0.000000
1/1/2021,Borate,-0.000000
1/1/2021,Boron,0.071792
1/1/2021,Cadmium,0.930100
1/1/2021,Cerium (REE),-0.000000
1/1/2021,Chromium,11133.954261
1/1/2021,Cobalt,1023.487998
1/1/2021,Copper,15484.718067
1/1/2021,Dysprosium (REE),0.321171
1/1/2021,Erbium (REE),-0.000000
1/1/2021,Europium (REE),-0.000000
1/1/2021,Fluorspar,-0.000000
1/1/2021,Gadolinium (REE),-0.000000
1/1/2021,Gallium,0.013605
1/1/2021,Germanium,-0.000000
1/1/2021,Gold,-0.000000
1/1/2021,Graphite,-0.000000
1/1/2021,Hafnium,0.000932
1/1/2021,Helium,-0.000000
1/1/2021,Holmium (REE),-0.000000
1/1/2021,Indium,0.024061
1/1/2021,Iridium,-0.000000
1/1/2021,Iron,72936.709579
1/1/2021,Lanthanum (REE),-0.000000
1/1/2021,Lead,103.408676
1/1/2021,Lithium,7.564529
1/1/2021,Lutetium (REE),-0.000000
1/1/2021,Magnesium,40.722209
1/1/2021,Manganese,2442.622431
1/1/2021,Molybdenum,729.438182
1/1/2021,Neodymium (REE),1.169398
1/1/2021,Nickel,6540.262856
1/1/2021,Niobium,139.865518
1/1/2021,Palladium,-0.000000
1/1/2021,Phosphate rock,-0.000000
1/1/2021,Phosphorus,-0.000000
1/1/2021,Platinum,-0.000000
1/1/2021,Praseodymium (REE),0.223463
1/1/2021,Rhenium,-0.000000
1/1/2021,Rhodium,-0.000000
1/1/2021,Ruthenium,-0.000000
1/1/2021,Samarium (REE),-0.000000
1/1/2021,Scandium (REE),-0.000000
1/1/2021,Selenium,0.218395
1/1/2021,Silicon,6896.487432
1/1/2021,Silver,19.492443
1/1/2021,Steel,753294.492603
1/1/2021,Tantalum,0.008073
1/1/2021,Tellurium,0.064585
1/1/2021,Terbium (REE),0.071781
1/1/2021,Thulium,-0.000000
1/1/2021,Tin,810.842777
1/1/2021,Titanium,0.424333
1/1/2021,Tungsten,0.081530
1/1/2021,Vanadium,6.531112
1/1/2021,Yetterbium (REE),-0.000000
1/1/2021,Yttrium (REE),-0.000000
1/1/2021,Zinc,17727.110731
1/1/2021,Zirconium,0.028885
1/1/2022,Aluminum,48729.159929
1/1/2022,Antimony,-0.000000
1/1/2022,Arsenic,-0.000000
1/1/2022,Baryte,-0.000000
1/1/2022,Beryllium,-0.000000
1/1/2022,Bismuth,-0.000000
1/1/2022,Borate,-0.000000
1/1/2022,Boron,0.088465
1/1/2022,Cadmium,1.242828
1/1/2022,Cerium (REE),-0.000000
1/1/2022,Chromium,14416.938157
1/1/2022,Cobalt,1388.664662
1/1/2022,Copper,20381.147003
1/1/2022,Dysprosium (REE),0.437185
1/1/2022,Erbium (REE),-0.000000
1/1/2022,Europium (REE),-0.000000
1/1/2022,Fluorspar,-0.000000
1/1/2022,Gadolinium (REE),-0.000000
1/1/2022,Gallium,0.018578
1/1/2022,Germanium,-0.000000
1/1/2022,Gold,-0.000000
1/1/2022,Graphite,-0.000000
1/1/2022,Hafnium,0.001058
1/1/2022,Helium,-0.000000
1/1/2022,Holmium (REE),-0.000000
1/1/2022,Indium,0.032428
1/1/2022,Iridium,-0.000000
1/1/2022,Iron,98965.109187
1/1/2022,Lanthanum (REE),-0.000000
1/1/2022,Lead,133.313527
1/1/2022,Lithium,10.264029
1/1/2022,Lutetium (REE),-0.000000
1/1/2022,Magnesium,65.371335
1/1/2022,Manganese,3306.016413
1/1/2022,Molybdenum,891.843783
1/1/2022,Neodymium (REE),1.599661
1/1/2022,Nickel,8548.230918
1/1/2022,Niobium,171.134651
1/1/2022,Palladium,-0.000000
1/1/2022,Phosphate rock,-0.000000
1/1/2022,Phosphorus,-0.000000
1/1/2022,Platinum,-0.000000
1/1/2022,Praseodymium (REE),0.277417
1/1/2022,Rhenium,-0.000000
1/1/2022,Rhodium,-0.000000
1/1/2022,Ruthenium,-0.000000
1/1/2022,Samarium (REE),-0.000000
1/1/2022,Scandium (REE),-0.000000
1/1/2022,Selenium,0.298230
1/1/2022,Silicon,9226.124020
1/1/2022,Silver,26.072940
1/1/2022,Steel,1496563.194657
1/1/2022,Tantalum,0.010401
1/1/2022,Tellurium,0.086498
1/1/2022,Terbium (REE),0.088450
1/1/2022,Thulium,-0.000000
1/1/2022,Tin,1030.044386
1/1/2022,Titanium,0.729827
1/1/2022,Tungsten,0.092590
1/1/2022,Vanadium,8.062478
1/1/2022,Yetterbium (REE),-0.000000
1/1/2022,Yttrium (REE),-0.000000
1/1/2022,Zinc,21714.547853
1/1/2022,Zirconium,0.032803
1/1/2023,Aluminum,67186.971378
1/1/2023,Antimony,-0.000000
1/1/2023,Arsenic,-0.000000
1/1/2023,Baryte,-0.000000
1/1/2023,Beryllium,-0.000000
1/1/2023,Bismuth,-0.000000
1/1/2023,Borate,-0.000000
1/1/2023,Boron,0.107975
1/1/2023,Cadmium,1.626006
1/1/2023,Cerium (REE),-0.000000
1/1/2023,Chromium,18430.962151
1/1/2023,Cobalt,1858.676928
1/1/2023,Copper,26351.567493
1/1/2023,Dysprosium (REE),0.586876
1/1/2023,Erbium (REE),-0.000000
1/1/2023,Europium (REE),-0.000000
1/1/2023,Fluorspar,-0.000000
1/1/2023,Gadolinium (REE),-0.000000
1/1/2023,Gallium,0.024815
1/1/2023,Germanium,-0.000000
1/1/2023,Gold,-0.000000
1/1/2023,Graphite,-0.000000
1/1/2023,Hafnium,0.001208
1/1/2023,Helium,-0.000000
1/1/2023,Holmium (REE),-0.000000
1/1/2023,Indium,0.042902
1/1/2023,Iridium,-0.000000
1/1/2023,Iron,132466.564003
1/1/2023,Lanthanum (REE),-0.000000
1/1/2023,Lead,169.935882
1/1/2023,Lithium,13.738585
1/1/2023,Lutetium (REE),-0.000000
1/1/2023,Magnesium,102.090871
1/1/2023,Manganese,4421.945308
1/1/2023,Molybdenum,1079.660421
1/1/2023,Neodymium (REE),2.156856
1/1/2023,Nickel,11046.034753
1/1/2023,Niobium,207.418854
1/1/2023,Palladium,-0.000000
1/1/2023,Phosphate rock,-0.000000
1/1/2023,Phosphorus,-0.000000
1/1/2023,Platinum,-0.000000
1/1/2023,Praseodymium (REE),0.341288
1/1/2023,Rhenium,-0.000000
1/1/2023,Rhodium,-0.000000
1/1/2023,Ruthenium,-0.000000
1/1/2023,Samarium (REE),-0.000000
1/1/2023,Scandium (REE),-0.000000
1/1/2023,Selenium,0.398338
1/1/2023,Silicon,12077.118646
1/1/2023,Silver,34.165088
1/1/2023,Steel,2386123.462799
1/1/2023,Tantalum,0.013347
1/1/2023,Tellurium,0.113353
1/1/2023,Terbium (REE),0.107955
1/1/2023,Thulium,-0.000000
1/1/2023,Tin,1290.781651
1/1/2023,Titanium,1.197095
1/1/2023,Tungsten,0.105672
1/1/2023,Vanadium,9.859304
1/1/2023,Yetterbium (REE),-0.000000
1/1/2023,Yttrium (REE),-0.000000
1/1/2023,Zinc,26317.629675
1/1/2023,Zirconium,0.037438
1/1/2024,Aluminum,89605.638796
1/1/2024,Antimony,-0.000000
1/1/2024,Arsenic,-0.000000
1/1/2024,Baryte,-0.000000
1/1/2024,Beryllium,-0.000000
1/1/2024,Bismuth,-0.000000
1/1/2024,Borate,-0.000000
1/1/2024,Boron,0.130583
1/1/2024,Cadmium,2.086514
1/1/2024,Cerium (REE),-0.000000
1/1/2024,Chromium,23266.122037
