Year,Technolgy,Energy
1/1/2042,NaturalGasCCS,177.293016
1/1/2042,Nuclear,869.618141
1/1/2042,BiomassAndWaste,800.596478
1/1/2042,BiomassCCS,60.264581
1/1/2042,Hydro,1930.363284
1/1/2042,Geothermal,103.087958
1/1/2042,WindOnshore,2531.007738
1/1/2042,WindOffshore,297.181297
1/1/2042,SolarPV,2916.521614
1/1/2042,SolarCSP,637.407320
1/1/2042,Ocean,62.330069
1/1/2042,Stationary Li-ion batteries,991.400300
1/1/2042,EV Li-ion batteries,785.957183
1/1/2043,Oil,199.448925
1/1/2043,Coal,239.150205
1/1/2043,CoalCCS,314.262204
1/1/2043,NaturalGas,1804.637147
1/1/2043,NaturalGasCCS,193.073346
1/1/2043,Nuclear,883.787810
1/1/2043,BiomassAndWaste,847.238200
1/1/2043,BiomassCCS,73.401395
1/1/2043,Hydro,1963.887017
1/1/2043,Geothermal,109.159514
1/1/2043,WindOnshore,2583.319392
1/1/2043,WindOffshore,312.120030
1/1/2043,SolarPV,3104.587082
1/1/2043,SolarCSP,673.540121
1/1/2043,Ocean,72.299169
1/1/2043,Stationary Li-ion batteries,1104.605000
1/1/2043,EV Li-ion batteries,864.517582
1/1/2044,Oil,194.743666
1/1/2044,Coal,187.758559
1/1/2044,CoalCCS,330.128704
1/1/2044,NaturalGas,1811.184019
1/1/2044,NaturalGasCCS,208.853675
1/1/2044,Nuclear,897.957479
1/1/2044,BiomassAndWaste,893.879922
1/1/2044,BiomassCCS,86.538210
1/1/2044,Hydro,1997.410749
1/1/2044,Geothermal,115.231070
1/1/2044,WindOnshore,2635.631047
1/1/2044,WindOffshore,327.058764
1/1/2044,SolarPV,3292.652550
1/1/2044,SolarCSP,709.672921
1/1/2044,Ocean,82.268269
1/1/2044,Stationary Li-ion batteries,1197.227000
1/1/2044,EV Li-ion batteries,984.350865
1/1/2045,Oil,190.038406
1/1/2045,Coal,136.366913
1/1/2045,CoalCCS,345.995204
1/1/2045,NaturalGas,1817.730891
1/1/2045,NaturalGasCCS,224.634005
1/1/2045,Nuclear,912.127148
1/1/2045,BiomassAndWaste,940.521644
1/1/2045,BiomassCCS,99.675024
1/1/2045,Hydro,2030.934482
1/1/2045,Geothermal,121.302626
1/1/2045,WindOnshore,2687.942702
1/1/2045,WindOffshore,341.997497
1/1/2045,SolarPV,3480.718017
1/1/2045,SolarCSP,745.805722
1/1/2045,Ocean,92.237370
1/1/2045,Stationary Li-ion batteries,1300.141000
1/1/2045,EV Li-ion batteries,1116.814665
1/1/2046,Oil,188.468989
1/1/2046,Coal,131.470327
1/1/2046,CoalCCS,333.577101
1/1/2046,NaturalGas,1780.688432
1/1/2046,NaturalGasCCS,236.893677
1/1/2046,Nuclear,922.739162
1/1/2046,BiomassAndWaste,977.716262
1/1/2046,BiomassCCS,112.184989
1/1/2046,Hydro,2063.386018
1/1/2046,Geothermal,126.077318
1/1/2046,WindOnshore,2757.725587
1/1/2046,WindOffshore,360.962896
1/1/2046,SolarPV,3669.400548
1/1/2046,SolarCSP,784.476018
1/1/2046,Ocean,110.106070
1/1/2046,Stationary Li-ion batteries,1382.472000
1/1/2046,EV Li-ion batteries,1295.257171
1/1/2047,Oil,186.899571
1/1/2047,Coal,126.573742
1/1/2047,CoalCCS,321.158998
1/1/2047,NaturalGas,1743.645974
1/1/2047,NaturalGasCCS,249.153350
1/1/2047,Nuclear,933.351175
1/1/2047,BiomassAndWaste,1014.910880
1/1/2047,BiomassCCS,124.694954
1/1/2047,Hydro,2095.837553
1/1/2047,Geothermal,130.852011
1/1/2047,WindOnshore,2827.508472
1/1/2047,WindOffshore,379.928294
1/1/2047,SolarPV,3858.083078
1/1/2047,SolarCSP,823.146313
1/1/2047,Ocean,127.974770
1/1/2047,Stationary Li-ion batteries,1495.677000
1/1/2047,EV Li-ion batteries,1470.961411
1/1/2048,Oil,185.330153
1/1/2048,Coal,121.677156
1/1/2048,CoalCCS,308.740895
1/1/2048,NaturalGas,1706.603515
1/1/2048,NaturalGasCCS,261.413022
1/1/2048,Nuclear,943.963188
1/1/2048,BiomassAndWaste,1052.105497
1/1/2048,BiomassCCS,137.204919
1/1/2048,Hydro,2128.289089
1/1/2048,Geothermal,135.626703
1/1/2048,WindOnshore,2897.291356
1/1/2048,WindOffshore,398.893693
1/1/2048,SolarPV,4046.765608
1/1/2048,SolarCSP,861.816609
1/1/2048,Ocean,145.843469
1/1/2048,Stationary Li-ion batteries,1547.133000
1/1/2048,EV Li-ion batteries,1739.586043
1/1/2049,Oil,183.760735
1/1/2049,Coal,116.780570
1/1/2049,CoalCCS,296.322792
1/1/2049,NaturalGas,1669.561056
1/1/2049,NaturalGasCCS,273.672695
1/1/2049,Nuclear,954.575202
1/1/2049,BiomassAndWaste,1089.300115
1/1/2049,BiomassCCS,149.714884
1/1/2049,Hydro,2160.740624
1/1/2049,Geothermal,140.401396
1/1/2049,WindOnshore,2967.074241
1/1/2049,WindOffshore,417.859091
1/1/2049,SolarPV,4235.448139
1/1/2049,SolarCSP,900.486904
1/1/2049,Ocean,163.712169
1/1/2049,Stationary Li-ion batteries,1660.338000
1/1/2049,EV Li-ion batteries,1980.996256
1/1/2050,Oil,182.191317
1/1/2050,Coal,111.883984
1/1/2050,CoalCCS,283.904689
1/1/2050,NaturalGas,1632.518597
1/1/2050,NaturalGasCCS,285.932367
1/1/2050,Nuclear,965.187215
1/1/2050,BiomassAndWaste,1126.494733
1/1/2050,BiomassCCS,162.224848
1/1/2050,Hydro,2193.192160
1/1/2050,Geothermal,145.176088
1/1/2050,WindOnshore,3036.857126
1/1/2050,WindOffshore,436.824490
1/1/2050,SolarPV,4424.130669
1/1/2050,SolarCSP,939.157200
1/1/2050,Ocean,181.580869
1/1/2050,Stationary Li-ion batteries,1722.086000
1/1/2050,EV Li-ion batteries,2312.124102
